,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
5890,2014,ND,slope,10.5,2.041666667,4,512.0,0.78125
5891,2015,ND,slope,11.83333333,2.5333333330000003,2,464.5,0.4305705059203444
5892,2010,ND,stark,404.0833333,2.808333333,1013,14546.083330000001,6.964073950482448
5893,2011,ND,stark,352.75,2.208333333,1110,16072.0,6.906421105027377
5894,2012,ND,stark,333.0,1.8333333330000001,1047,18262.25,5.73313803063697
5895,2013,ND,stark,329.9166667,1.6916666669999998,1455,19478.41667,7.469806322815457
5896,2014,ND,stark,344.0833333,1.6333333330000002,1596,21338.41667,7.479467781898928
5897,2015,ND,stark,548.9166667000001,2.7166666669999997,1578,20297.5,7.774356447838404
5898,2010,ND,walsh,317.0,5.116666667,343,6222.416667,5.5123277394628385
5899,2011,ND,walsh,299.5,5.008333333,374,5967.416667,6.267368626498492
5900,2012,ND,walsh,277.1666667,4.883333333,477,5666.583333,8.417770850066487
5901,2013,ND,walsh,278.5,4.933333333,423,5626.333333,7.5182179043496795
5902,2014,ND,walsh,257.1666667,4.6,428,5576.25,7.675409101098409
5903,2015,ND,walsh,233.08333330000002,4.166666667,457,5579.916667,8.19008647033617
5904,2010,ND,wells,92.91666667,4.033333333,100,2327.416667,4.2966092585775915
5905,2011,ND,wells,100.83333329999999,4.375,108,2311.166667,4.672964591523334
5906,2012,ND,wells,88.66666667,3.983333333,160,2227.5,7.182940516273851
5907,2013,ND,wells,95.58333333,4.325,82,2214.166667,3.703424914760493
5908,2014,ND,wells,95.75,4.366666667,95,2194.416667,4.329168722997126
5909,2015,ND,wells,86.5,3.991666667,128,2172.916667,5.890699903219068
5910,2010,ND,barnes,275.5833333,4.458333333,205,6186.166667,3.313845407586074
5911,2011,ND,barnes,237.91666669999998,3.933333333,226,6045.916667,3.7380601230175703
5912,2012,ND,barnes,197.33333330000002,3.425,359,5753.75,6.2394090810341085
5913,2013,ND,barnes,182.66666669999998,3.191666667,431,5712.333333,7.545077902056666
5914,2014,ND,barnes,172.5,3.075,406,5599.0,7.251294874084659
5915,2015,ND,barnes,181.08333330000002,3.2,434,5646.583333,7.6860638443711435
5916,2010,ND,divide,28.5,2.075,0,1382.583333,0.0
5917,2011,ND,divide,28.08333333,1.7916666669999999,30,1579.5,1.899335232668566
5918,2012,ND,divide,27.25,1.55,34,1787.25,1.90236396698839
5919,2013,ND,divide,24.83333333,1.408333333,16,1773.8333329999998,0.9020013155880864
5920,2014,ND,divide,27.58333333,1.466666667,6,1873.5833329999998,0.3202419606494226
5921,2015,ND,divide,33.08333333,1.825,6,1816.25,0.33035099793530626
5922,2010,ND,emmons,125.75,6.8833333329999995,64,1826.1666670000002,3.5046089251611554
5923,2011,ND,emmons,107.08333329999999,6.041666667,34,1770.8333329999998,1.9200000003614122
5924,2012,ND,emmons,88.5,5.375,56,1647.333333,3.399433428449906
5925,2013,ND,emmons,84.83333333,5.325,81,1591.083333,5.090871000909416
5926,2014,ND,emmons,86.91666667,5.55,72,1560.916667,4.612674175513817
5927,2015,ND,emmons,76.58333333,4.95,78,1552.083333,5.025503356784001
5928,2010,ND,foster,62.25,3.475,8,1802.0833329999998,0.44393063592026466
5929,2011,ND,foster,56.41666667,3.191666667,22,1766.75,1.2452242818734967
5930,2012,ND,foster,52.5,3.108333333,12,1683.6666670000002,0.7127301523039535
5931,2013,ND,foster,56.08333333,3.425,18,1634.083333,1.1015350096591432
5932,2014,ND,foster,49.5,3.016666667,24,1632.833333,1.469837705720085
5933,2015,ND,foster,47.33333333,2.9083333330000003,66,1630.583333,4.047631216649998
5934,2010,ND,griggs,38.75,2.941666667,14,1319.75,1.060806971017238
5935,2011,ND,griggs,37.58333333,2.975,14,1266.75,1.1051904479968424
5936,2012,ND,griggs,32.91666667,2.691666667,18,1224.583333,1.4698877173106193
5937,2013,ND,griggs,28.33333333,2.358333333,10,1202.75,0.8314279775514447
5938,2014,ND,griggs,28.0,2.358333333,16,1185.75,1.3493569470799072
5939,2015,ND,griggs,26.83333333,2.333333333,14,1154.916667,1.2122086727145658
5940,2010,ND,kidder,74.58333333,5.308333333,12,1407.75,0.8524240809802877
5941,2011,ND,kidder,70.75,5.233333333,22,1356.583333,1.621721236346636
5942,2012,ND,kidder,64.91666667,5.133333333,48,1263.916667,3.7977187304548776
5943,2013,ND,kidder,59.16666667,4.7,54,1255.916667,4.299648330090997
5944,2014,ND,kidder,49.91666667,3.891666667,46,1280.25,3.5930482327670377
5945,2015,ND,kidder,49.25,3.691666667,40,1343.333333,2.9776674945354014
5946,2010,ND,mercer,227.25,5.275,171,4324.75,3.953985779524828
5947,2011,ND,mercer,223.58333330000002,5.408333333,190,4141.083333,4.588171372594786
5948,2012,ND,mercer,214.5,5.35,223,4036.166667,5.525044389848037
5949,2013,ND,mercer,192.41666669999998,4.658333333,180,4170.166667,4.316374245288647
5950,2014,ND,mercer,162.66666669999998,3.958333333,96,4150.5,2.3129743404409107
5951,2015,ND,mercer,180.75,4.216666667,126,4309.916667,2.9234903998202983
5952,2010,ND,oliver,53.25,5.766666667000001,2,926.9166667000002,0.2157691270263141
5953,2011,ND,oliver,56.58333333,6.1166666670000005,6,924.4166667000002,0.6490579644587015
5954,2012,ND,oliver,59.75,6.691666667000001,6,891.0,0.6734006734006733
5955,2013,ND,oliver,54.33333333,6.075,20,891.4166667000002,2.2436197063758576
5956,2014,ND,oliver,55.83333333,6.333333333,14,881.5833332999998,1.5880518007973556
5957,2015,ND,oliver,52.25,5.908333333,30,883.3333332999998,3.3962264152224995
5958,2010,ND,pierce,106.33333329999999,5.316666667,90,1997.25,4.50619601952685
5959,2011,ND,pierce,92.91666667,4.8,127,1936.0833329999998,6.5596350030662665
5960,2012,ND,pierce,80.91666667,4.3,156,1875.0,8.32
5961,2013,ND,pierce,77.16666667,4.216666667,140,1830.4166670000002,7.6485317536720165
5962,2014,ND,pierce,76.33333333,4.216666667,130,1806.4166670000002,7.196567789417988
5963,2015,ND,pierce,77.25,4.208333333,214,1839.25,11.63517738208509
5964,2010,ND,ransom,131.4166667,4.616666667,114,2856.0,3.9915966386554618
5965,2011,ND,ransom,102.41666670000001,3.575,106,2879.75,3.6808750759614552
5966,2012,ND,ransom,83.91666667,3.0,130,2798.916667,4.644654181124286
5967,2013,ND,ransom,80.0,2.9,82,2767.833333,2.9626061303019937
5968,2014,ND,ransom,77.41666667,2.85,94,2732.583333,3.4399682843999835
5969,2015,ND,ransom,68.33333333,2.475,110,2777.416667,3.9605148664573777
5970,2010,ND,steele,30.16666667,2.758333333,4,1100.416667,0.36349867463430563
5971,2011,ND,steele,29.08333333,2.6,13,1113.75,1.1672278338945006
5972,2012,ND,steele,28.33333333,2.708333333,16,1049.166667,1.5250198565448707
5973,2013,ND,steele,25.16666667,2.4083333330000003,10,1042.083333,0.9596161538455389
5974,2014,ND,steele,23.0,2.225,4,1029.25,0.38863249939276173
5975,2015,ND,steele,23.58333333,2.225,0,1063.0,0.0
5976,2010,ND,towner,37.66666667,2.725,28,1395.833333,2.005970149732769
5977,2011,ND,towner,40.58333333,3.016666667,20,1349.5,1.4820303816228233
5978,2012,ND,towner,41.58333333,3.325,16,1259.166667,1.2706816674333072
5979,2013,ND,towner,46.58333333,3.858333333,14,1214.166667,1.1530542206855032
5980,2014,ND,towner,43.33333333,3.525,6,1236.166667,0.48537144384916503
5981,2015,ND,towner,33.41666667,2.725,18,1242.333333,1.4488865042792827
5982,2010,ND,traill,169.41666669999998,3.725,95,4562.0,2.082419991231916
5983,2011,ND,traill,168.08333330000002,3.625,102,4606.333333,2.2143425719816445
5984,2012,ND,traill,142.5,3.15,131,4531.083333,2.891140823783212
5985,2013,ND,traill,129.5833333,2.875,100,4501.333333,2.221563981207166
5986,2014,ND,traill,116.16666670000001,2.616666667,98,4460.5,2.1970631095168702
5987,2015,ND,traill,125.75,2.8416666669999997,111,4452.0,2.4932614555256065
5988,2010,ND,lamoure,87.58333333,3.5333333330000003,4,2480.083333,0.1612849030827304
5989,2011,ND,lamoure,71.91666667,3.008333333,6,2398.166667,0.250191118180528
5990,2012,ND,lamoure,57.41666667,2.525,26,2277.5,1.141602634467618
5991,2013,ND,lamoure,50.91666667,2.2833333330000003,27,2237.666667,1.2066140322945607
5992,2014,ND,lamoure,54.25,2.416666667,20,2259.916667,0.8849883843969191
5993,2015,ND,lamoure,56.25,2.5,22,2272.0,0.9683098591549295
5994,2010,ND,pembina,255.75,6.358333332999999,97,4023.833333,2.410636623651629
5995,2011,ND,pembina,271.4166667,6.875,146,3929.75,3.715249061645143
5996,2012,ND,pembina,237.58333330000002,6.416666667,127,3708.166667,3.424873027693391
5997,2013,ND,pembina,220.16666669999998,6.05,108,3627.416667,2.9773254609132005
5998,2014,ND,pembina,200.75,5.575,126,3603.416667,3.496681390023664
5999,2015,ND,pembina,192.58333330000002,5.316666667,202,3610.25,5.595180389169725
6000,2010,ND,rolette,575.5833332999999,10.84166667,107,5290.583333,2.022461291415406
6001,2011,ND,rolette,564.3333332999999,10.925,116,5154.666667,2.2503879977851535
6002,2012,ND,rolette,529.1666667,10.5,84,5022.25,1.672557120812385
6003,2013,ND,rolette,604.75,12.275,74,4895.583333,1.5115665481819716
6004,2014,ND,rolette,545.4166667000001,11.3,70,4792.166667,1.4607171424574328
6005,2015,ND,rolette,503.75,10.21666667,180,4889.583333,3.6812952708091213
6006,2010,ND,billings,13.5,3.333333333,8,425.41666669999995,1.8805093044559837
6007,2011,ND,billings,16.5,3.85,12,439.75,2.7288231949971573
6008,2012,ND,billings,15.91666667,3.4666666669999997,38,473.66666669999995,8.022519352004046
6009,2013,ND,billings,13.66666667,2.9666666669999997,36,474.75,7.5829383886255926
6010,2014,ND,billings,14.0,2.933333333,16,491.16666669999995,3.2575500506781445
6011,2015,ND,billings,14.25,3.15,10,468.66666669999995,2.133712659876692
6012,2010,ND,burleigh,1674.666667,3.608333333,3755,46337.0,8.103675248721325
6013,2011,ND,burleigh,1519.583333,3.25,4494,46729.5,9.617051327320002
6014,2012,ND,burleigh,1314.916667,2.825,4804,46608.0,10.307243391692413
6015,2013,ND,burleigh,1178.166667,2.491666667,4327,47343.91667,9.139505778874126
6016,2014,ND,burleigh,1158.083333,2.45,4272,47473.75,8.998657152636984
6017,2015,ND,burleigh,1166.916667,2.383333333,5734,48981.33333,11.706500436336734
6018,2010,ND,cavalier,68.66666667,3.075,76,2259.75,3.363203894236088
6019,2011,ND,cavalier,67.83333333,3.0333333330000003,121,2248.916667,5.380368324692576
6020,2012,ND,cavalier,68.25,3.191666667,53,2148.583333,2.4667416518584715
6021,2013,ND,cavalier,68.5,3.3,75,2076.916667,3.61112225597061
6022,2014,ND,cavalier,59.08333333,2.9,56,2053.083333,2.727604822458514
6023,2015,ND,cavalier,57.33333333,2.808333333,56,2062.0,2.7158098933074686
6024,2010,ND,mcintosh,59.25,4.425,16,1342.416667,1.191880315055713
6025,2011,ND,mcintosh,49.16666667,3.75,14,1309.5,1.069110347460863
6026,2012,ND,mcintosh,40.16666667,3.2166666669999997,14,1248.0,1.1217948717948718
6027,2013,ND,mcintosh,38.16666667,3.05,4,1250.666667,0.3198294242217939
6028,2014,ND,mcintosh,36.75,2.933333333,14,1246.583333,1.1230697242123322
6029,2015,ND,mcintosh,38.83333333,3.125,12,1244.5,0.9642426677380473
6030,2010,ND,mckenzie,78.08333333,2.208333333,92,3585.833333,2.565651871026321
6031,2011,ND,mckenzie,82.75,1.8166666669999998,274,4619.25,5.931698868863993
6032,2012,ND,mckenzie,92.83333333,1.533333333,387,6097.5,6.3468634686346865
6033,2013,ND,mckenzie,113.08333329999999,1.5,473,7560.833333,6.255924170891918
6034,2014,ND,mckenzie,138.41666669999998,1.5083333330000002,488,9195.833333,5.3067512462277024
6035,2015,ND,mckenzie,228.75,2.508333333,1018,9208.416667,11.055103573323134
6036,2010,ND,renville,40.58333333,2.791666667,36,1458.5,2.46828933836133
6037,2011,ND,renville,40.33333333,2.791666667,59,1446.0,4.080221300138312
6038,2012,ND,renville,32.91666667,2.2833333330000003,42,1445.083333,2.9064067822862363
6039,2013,ND,renville,34.33333333,2.441666667,46,1403.666667,3.2771313219479623
6040,2014,ND,renville,36.5,2.6,104,1407.416667,7.3894250678217945
6041,2015,ND,renville,44.66666667,3.35,32,1338.416667,2.3908847512879934
6042,2010,ND,richland,347.75,3.8416666669999997,489,9060.083333,5.397301349523912
6043,2011,ND,richland,338.5,3.808333333,615,8882.333333,6.923856344313576
6044,2012,ND,richland,312.1666667,3.666666667,600,8564.666667,7.005526581808769
6045,2013,ND,richland,288.9166667,3.375,540,8579.916667,6.293767421738992
6046,2014,ND,richland,257.5833333,3.025,596,8520.75,6.9946894346154975
6047,2015,ND,richland,234.5,2.75,602,8602.416667,6.99803349806748
6048,2010,ND,williams,316.3333333,2.208333333,889,14406.833330000001,6.170682894962039
6049,2011,ND,williams,284.25,1.4333333330000002,1256,20091.41667,6.251425773651033
6050,2012,ND,williams,302.6666667,1.108333333,2331,27097.33333,8.602322492816308
6051,2013,ND,williams,361.4166667,1.241666667,3075,29283.08333,10.500943378628836
6052,2014,ND,williams,379.5833333,1.191666667,3580,31867.58333,11.233986471229539
6053,2015,ND,williams,681.5833332999999,2.4,2950,28716.16667,10.27295890116799
6054,2010,ND,hettinger,45.41666667,3.075,16,1479.583333,1.0813855254477918
6055,2011,ND,hettinger,42.58333333,2.85,31,1488.416667,2.0827501255063545
6056,2012,ND,hettinger,38.58333333,2.65,39,1454.0,2.6822558459422283
6057,2013,ND,hettinger,39.25,2.6583333330000003,52,1479.416667,3.5148988895364393
6058,2014,ND,hettinger,32.16666667,2.083333333,83,1538.666667,5.394280761396386
6059,2015,ND,hettinger,38.83333333,2.516666667,60,1555.25,3.8579006590580294
6060,2010,ND,mountrail,144.25,2.65,158,5510.25,2.867383512544803
6061,2011,ND,mountrail,140.41666669999998,2.175,228,6500.25,3.5075574016383984
6062,2012,ND,mountrail,121.25,1.641666667,298,7412.25,4.020371682012884
6063,2013,ND,mountrail,122.66666670000001,1.525,379,8007.083333,4.733309049476331
6064,2014,ND,mountrail,114.75,1.266666667,336,9062.25,3.707688487958288
6065,2015,ND,mountrail,159.91666669999998,1.966666667,283,8146.916667,3.4737068214570455
6066,2010,ND,grand forks,1316.583333,3.475,3633,37865.25,9.594549091845424
6067,2011,ND,grand forks,1389.166667,3.683333333,3968,37730.66667,10.516644284886155
6068,2012,ND,grand forks,1263.0,3.383333333,3671,37306.08333,9.84021819585637
6069,2013,ND,grand forks,1133.333333,3.05,3551,37216.16667,9.541552281531633
6070,2014,ND,grand forks,1024.333333,2.7833333330000003,3928,36997.41667,10.616957489318672
6071,2015,ND,grand forks,914.6666667000002,2.441666667,4189,37526.41667,11.1628030910525
6072,2010,NE,boyd,43.16666667,3.9083333330000003,34,1107.0,3.071364046973803
6073,2011,NE,boyd,43.91666667,3.833333333,18,1148.416667,1.5673753714338945
6074,2012,NE,boyd,44.91666667,3.9083333330000003,0,1146.75,0.0
6075,2013,NE,boyd,39.5,3.483333333,0,1129.75,0.0
6076,2014,NE,boyd,35.83333333,3.241666667,0,1098.333333,0.0
6077,2015,NE,boyd,28.5,2.625,0,1088.333333,0.0
6078,2010,NE,cass,754.75,5.6333333329999995,767,13403.58333,5.722350367929558
6079,2011,NE,cass,701.3333332999999,5.225,991,13380.25,7.406438594196671
6080,2012,NE,cass,619.1666667000001,4.658333333,1032,13313.33333,7.751627443102562
6081,2013,NE,cass,578.25,4.325,671,13321.41667,5.037001819116585
6082,2014,NE,cass,492.58333330000005,3.725,633,13229.83333,4.784640775213758
6083,2015,NE,cass,434.16666669999995,3.325,723,13069.5,5.531963732353954
6084,2010,NE,gage,655.5,5.75,1374,11407.25,12.044971399767691
6085,2011,NE,gage,646.6666667000001,5.766666667000001,1329,11190.25,11.876410267867117
6086,2012,NE,gage,555.0,4.966666667,1281,11178.91667,11.459071015689036
6087,2013,NE,gage,511.08333330000005,4.583333333,1148,11127.58333,10.316705487210223
6088,2014,NE,gage,457.83333330000005,4.116666667,1242,11081.0,11.2083746954246
6089,2015,NE,gage,399.75,3.616666667,1028,11044.75,9.307589578759139
6090,2010,NE,hall,1465.416667,4.65,5441,31519.25,17.262466587878837
6091,2011,NE,hall,1432.25,4.475,5666,32012.91667,17.69910582783521
6092,2012,NE,hall,1299.666667,3.983333333,5433,32656.83333,16.636640623109674
6093,2013,NE,hall,1209.75,3.7,5520,32586.08333,16.939746775023053
6094,2014,NE,hall,1262.833333,3.883333333,5237,32379.58333,16.173772054527547
6095,2015,NE,hall,1245.416667,3.925,3600,31591.33333,11.39553042093776
6096,2010,NE,knox,196.66666669999998,4.15,50,4750.75,1.0524654001999685
6097,2011,NE,knox,185.16666669999998,3.883333333,50,4762.416667,1.049887137059274
6098,2012,NE,knox,160.75,3.366666667,64,4790.333333,1.3360239371885063
6099,2013,NE,knox,169.83333330000002,3.541666667,40,4807.916667,0.8319611750874799
6100,2014,NE,knox,147.08333330000002,3.108333333,54,4730.0,1.1416490486257929
6101,2015,NE,knox,151.0,3.2,72,4717.25,1.5263130001589909
6102,2010,NE,loup,20.75,5.625,0,368.0,0.0
6103,2011,NE,loup,17.66666667,4.683333333,0,378.0833333,0.0
6104,2012,NE,loup,14.91666667,3.791666667,0,392.0,0.0
6105,2013,NE,loup,17.08333333,4.525,0,377.75,0.0
6106,2014,NE,loup,14.41666667,3.791666667,0,380.5833333,0.0
6107,2015,NE,loup,13.5,3.558333333,0,378.4166667,0.0
6108,2010,NE,otoe,428.08333330000005,5.066666667,284,8476.5,3.3504394502447945
6109,2011,NE,otoe,434.25,5.1,532,8555.5,6.2182221962480275
6110,2012,NE,otoe,383.5,4.5,540,8511.916667,6.3440470710143995
6111,2013,NE,otoe,359.8333333,4.258333333,370,8437.75,4.385055257621996
6112,2014,NE,otoe,304.9166667,3.683333333,573,8239.25,6.954516491185483
6113,2015,NE,otoe,270.6666667,3.291666667,450,8198.5,5.488808928462523
6114,2010,NE,polk,118.5,4.008333333,129,2957.5,4.361792054099746
6115,2011,NE,polk,102.58333329999999,3.425,122,2999.5,4.067344557426238
6116,2012,NE,polk,92.16666667,3.066666667,82,2993.5,2.7392684148989477
6117,2013,NE,polk,102.33333329999999,3.4083333330000003,130,3001.0,4.33188937020993
6118,2014,NE,polk,94.58333333,3.208333333,158,2960.666667,5.336635892216096
6119,2015,NE,polk,74.16666667,2.5333333330000003,120,2909.333333,4.1246562791160235
6120,2010,NE,rock,25.41666667,2.858333333,8,891.5833332999998,0.8972801196708957
6121,2011,NE,rock,23.58333333,2.633333333,24,898.75,2.670375521557719
6122,2012,NE,rock,22.41666667,2.558333333,18,880.1666667000002,2.045067222039573
6123,2013,NE,rock,27.5,3.116666667,4,886.5,0.4512126339537508
6124,2014,NE,rock,22.91666667,2.583333333,2,882.5,0.22662889518413595
6125,2015,NE,rock,22.83333333,2.666666667,0,858.3333332999998,0.0
6126,2010,NE,york,344.3333333,4.641666667,434,7411.0,5.85615976251518
6127,2011,NE,york,326.4166667,4.358333333,544,7515.0,7.2388556220891545
6128,2012,NE,york,280.9166667,3.7,545,7600.416667,7.170659503002217
6129,2013,NE,york,270.25,3.583333333,480,7506.75,6.394245179338595
6130,2014,NE,york,234.66666669999998,3.175,514,7392.25,6.953228042882749
6131,2015,NE,york,212.66666669999998,2.891666667,396,7338.666667,5.39607558115025
6132,2010,NE,adams,781.25,4.741666667,1797,16493.75,10.895035998484275
6133,2011,NE,adams,710.0,4.308333333,2196,16487.16667,13.319450478994884
6134,2012,NE,adams,645.25,3.833333333,2216,16886.83333,13.122649798782609
6135,2013,NE,adams,616.75,3.641666667,2185,16962.58333,12.881292651548023
6136,2014,NE,adams,564.4166667000001,3.375,2230,16708.75,13.346300591007706
6137,2015,NE,adams,519.9166667,3.125,1915,16610.58333,11.528794395446436
6138,2010,NE,boone,104.41666670000001,3.5333333330000003,0,2959.666667,0.0
6139,2011,NE,boone,110.91666670000001,3.6583333330000003,5,3040.666667,0.16443762331019102
6140,2012,NE,boone,94.0,3.108333333,0,3042.416667,0.0
6141,2013,NE,boone,99.66666667,3.241666667,0,3059.25,0.0
6142,2014,NE,boone,78.66666667,2.583333333,6,3021.75,0.19856043683296104
6143,2015,NE,boone,73.91666667,2.4666666669999997,6,3011.333333,0.19924728804507938
6144,2010,NE,cedar,164.58333330000002,3.558333333,43,4626.583333,0.9294115528687052
6145,2011,NE,cedar,155.0,3.3,30,4709.25,0.637044115304985
6146,2012,NE,cedar,137.91666669999998,2.925,76,4740.5,1.6032064128256511
