,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
7587,2013,OK,pittsburg,1312.916667,7.291666667,2790,17987.5,15.510771369006255
7588,2014,OK,pittsburg,1051.583333,6.125,2881,17135.91667,16.812640114221566
7589,2015,OK,pittsburg,995.9166667000002,5.716666667,3284,17433.83333,18.83693584674186
7590,2010,OK,kingfisher,374.0833333,5.058333333,309,7379.583333,4.187228276401659
7591,2011,OK,kingfisher,293.5,3.866666667,396,7579.666667,5.2245041556258185
7592,2012,OK,kingfisher,257.6666667,3.3416666669999997,361,7703.666667,4.686080221336762
7593,2013,OK,kingfisher,268.75,3.441666667,429,7785.583333,5.5101844222980585
7594,2014,OK,kingfisher,244.75,3.075,418,7949.916667,5.257916749431003
7595,2015,OK,kingfisher,260.4166667,3.141666667,302,8276.833333,3.6487384468153574
7596,2010,OK,pushmataha,488.83333330000005,9.8,514,4984.25,10.31248432562572
7597,2011,OK,pushmataha,429.25,8.666666667000001,464,4952.416667,9.369163202519365
7598,2012,OK,pushmataha,352.0,7.225,447,4866.25,9.185717955304392
7599,2013,OK,pushmataha,418.1666667,8.875,317,4709.5,6.731075485720353
7600,2014,OK,pushmataha,349.5833333,7.458333333,323,4689.166667,6.888217522168954
7601,2015,OK,pushmataha,383.0833333,7.791666667,285,4913.166667,5.800739509087775
7602,2010,OK,roger mills,81.75,4.583333333,76,1796.3333329999998,4.230840602009805
7603,2011,OK,roger mills,61.33333333,3.241666667,118,1901.8333329999998,6.204539480537121
7604,2012,OK,roger mills,60.16666667,2.85,92,2106.916667,4.366570422122917
7605,2013,OK,roger mills,59.66666667,3.183333333,102,1878.0,5.431309904153355
7606,2014,OK,roger mills,50.25,2.791666667,150,1792.4166670000002,8.3685898910468
7607,2015,OK,roger mills,77.66666667,4.25,104,1837.5,5.659863945578231
7608,2010,OK,pottawatomie,2153.0,6.95,6052,30997.91667,19.523892732627314
7609,2011,OK,pottawatomie,1876.8333329999998,5.9916666670000005,6091,31368.33333,19.417671751704763
7610,2012,OK,pottawatomie,1702.0,5.3,5763,32072.16667,17.968851494497425
7611,2013,OK,pottawatomie,1750.5,5.458333333,5576,32120.41667,17.35967517883385
7612,2014,OK,pottawatomie,1517.416667,4.725,5897,32075.33333,18.384844014963196
7613,2015,OK,pottawatomie,1475.666667,4.508333333,5377,32739.08333,16.423795210762243
7614,2010,OR,coos,3524.75,12.70833333,3886,27739.25,14.009030525338645
7615,2011,OR,coos,3241.75,11.6,4386,27968.0,15.68220823798627
7616,2012,OR,coos,3005.166667,11.08333333,3089,27096.0,11.400206672571597
7617,2013,OR,coos,2695.666667,10.225,4511,26335.5,17.128970401169525
7618,2014,OR,coos,2334.333333,8.975,4340,26024.58333,16.676539812251434
7619,2015,OR,coos,1927.4166670000002,7.433333332999999,4390,25947.83333,16.918560961020322
7620,2010,OR,lake,501.16666669999995,13.525,196,3719.75,5.269171315276564
7621,2011,OR,lake,492.25,13.14166667,148,3752.916667,3.943599422320986
7622,2012,OR,lake,469.66666669999995,12.99166667,94,3626.25,2.592209582902447
7623,2013,OR,lake,393.5,11.39166667,82,3466.166667,2.365725825612759
7624,2014,OR,lake,334.3333333,9.633333333,86,3488.083333,2.4655374252780216
7625,2015,OR,lake,262.6666667,7.666666667,94,3435.5,2.7361373890263425
7626,2010,OR,lane,19647.83333,11.025,25083,178303.1667,14.067613303920082
7627,2011,OR,lane,17158.08333,9.683333333,26480,177473.1667,14.920565453571749
7628,2012,OR,lane,15348.5,8.9,27832,172254.0833,16.157526989666433
7629,2013,OR,lane,13415.0,8.016666667,26199,167537.9167,15.637654159752362
7630,2014,OR,lane,11674.66667,6.916666667,22606,169065.4167,13.371155639780232
7631,2015,OR,lane,10041.41667,5.816666667000001,26255,172546.8333,15.216158707677657
7632,2010,OR,polk,3537.333333,9.741666667,2098,36385.0,5.766112408959736
7633,2011,OR,polk,3365.083333,9.275,2580,36294.0,7.108612993883287
7634,2012,OR,polk,3134.416667,8.883333333,2364,35226.08333,6.710936262353978
7635,2013,OR,polk,2800.583333,8.075,2453,34689.83333,7.071236049665967
7636,2014,OR,polk,2420.5,6.833333333,2228,35466.66667,6.281954886627636
7637,2015,OR,polk,2057.75,5.6166666670000005,2429,36584.16667,6.639484293602472
7638,2010,OR,baker,755.1666667000001,10.29166667,461,7361.083333,6.262665142416206
7639,2011,OR,baker,793.8333332999999,10.85833333,439,7317.083333,5.999658334081188
7640,2012,OR,baker,748.6666667000001,10.53333333,154,7095.333333,2.170440665327936
7641,2013,OR,baker,655.5,9.633333333,991,6797.583333,14.578710571873765
7642,2014,OR,baker,559.3333332999999,8.366666667,847,6704.583333,12.63314896588817
7643,2015,OR,baker,450.41666669999995,6.7583333329999995,876,6672.083333,13.129332418066788
7644,2010,OR,crook,1527.083333,15.93333333,1027,9582.333333,10.717640101948643
7645,2011,OR,crook,1349.666667,14.29166667,839,9450.833333,8.877524028176616
7646,2012,OR,crook,1250.75,13.55833333,993,9225.5,10.763644246924287
7647,2013,OR,crook,1077.583333,12.09166667,941,8907.75,10.563834862900283
7648,2014,OR,crook,883.0,9.833333332999999,1078,9002.25,11.974784081757338
7649,2015,OR,crook,753.3333332999999,8.366666667,979,9021.833333,10.851452957117047
7650,2010,OR,morrow,534.5,9.358333333,398,5728.333333,6.947919697814835
7651,2011,OR,morrow,476.25,8.25,652,5792.333333,11.256258273076842
7652,2012,OR,morrow,457.33333330000005,8.108333333,562,5642.5,9.960124058484714
7653,2013,OR,morrow,424.91666669999995,7.683333332999999,569,5530.083333,10.289175871990427
7654,2014,OR,morrow,377.25,6.908333333,493,5470.083333,9.012659771119433
7655,2015,OR,morrow,317.0833333,5.7583333329999995,704,5541.416667,12.704332525515175
7656,2010,OR,clatsop,1904.4166670000002,10.00833333,3005,19078.66667,15.750576557454998
7657,2011,OR,clatsop,1792.8333329999998,9.441666667,2344,19035.91667,12.313565144430736
7658,2012,OR,clatsop,1620.75,8.75,1652,18538.75,8.911064661856921
7659,2013,OR,clatsop,1389.083333,7.8,2906,17858.83333,16.272059581397077
7660,2014,OR,clatsop,1187.666667,6.6166666670000005,1851,17997.41667,10.28480939203593
7661,2015,OR,clatsop,1001.166667,5.475,3229,18350.83333,17.59593115981943
7662,2010,OR,douglas,6694.25,13.98333333,4790,47878.08333,10.00457759970234
7663,2011,OR,douglas,6032.416667,12.68333333,6129,47485.5,12.907097956218214
7664,2012,OR,douglas,5461.416667,11.94166667,6699,45703.83333,14.65741385767477
7665,2013,OR,douglas,4656.5,10.55833333,4630,44119.58333,10.49420608841457
7666,2014,OR,douglas,4028.583333,9.166666667000001,6261,43991.58333,14.232267915963643
7667,2015,OR,douglas,3325.666667,7.5083333329999995,5992,44368.58333,13.505051435682159
7668,2010,OR,gilliam,86.41666667,9.083333332999999,34,959.0833332999998,3.5450516987938165
7669,2011,OR,gilliam,94.25,9.7,36,973.0833332999998,3.699580371797537
7670,2012,OR,gilliam,94.75,10.125,35,937.0833332999998,3.7349933305019123
7671,2013,OR,gilliam,81.41666667,9.566666667,43,849.6666667000002,5.060808159864227
7672,2014,OR,gilliam,66.25,8.033333333,61,823.5,7.4074074074074066
7673,2015,OR,gilliam,52.41666667,6.475,4,809.5833332999999,0.4940813175705232
7674,2010,OR,klamath,4034.75,12.93333333,3491,31220.41667,11.181785422340425
7675,2011,OR,klamath,3756.0,12.01666667,3193,31288.83333,10.20491868879791
7676,2012,OR,klamath,3513.25,11.71666667,3130,29978.0,10.440990059376878
7677,2013,OR,klamath,3106.583333,10.76666667,3767,28847.08333,13.0585125605487
7678,2014,OR,klamath,2666.583333,9.35,3897,28556.58333,13.646590542594858
7679,2015,OR,klamath,2233.916667,7.8,3820,28661.08333,13.32817729189443
7680,2010,OR,malheur,1301.583333,9.675,2031,13473.333330000001,15.074220686559677
7681,2011,OR,malheur,1262.166667,9.45,2398,13373.41667,17.931094642248965
7682,2012,OR,malheur,1200.75,9.383333333,2248,12824.83333,17.528492902449283
7683,2013,OR,malheur,1044.75,8.475,2088,12328.5,16.93636695461735
7684,2014,OR,malheur,952.6666667000002,7.933333332999999,1644,12019.66667,13.677583955828618
7685,2015,OR,malheur,760.75,6.375,1792,11955.91667,14.988394863076609
7686,2010,OR,wallowa,452.0,12.96666667,137,3505.416667,3.9082372515004646
7687,2011,OR,wallowa,426.16666669999995,12.3,108,3487.083333,3.0971442230227884
7688,2012,OR,wallowa,384.75,11.55,79,3350.416667,2.3579156818944993
7689,2013,OR,wallowa,358.5,11.2,50,3221.583333,1.5520318685482843
7690,2014,OR,wallowa,319.0,10.04166667,122,3203.166667,3.8087309429409717
7691,2015,OR,wallowa,251.91666669999998,7.8666666670000005,151,3241.833333,4.657858208283158
7692,2010,OR,wheeler,73.91666667,9.525,0,776.4166667000001,0.0
7693,2011,OR,wheeler,65.33333333,8.516666667,7,767.5,0.9120521172638436
7694,2012,OR,wheeler,54.08333333,6.941666667000001,2,780.8333332999999,0.25613660620090234
7695,2013,OR,wheeler,46.25,6.325,50,731.6666667000001,6.833712983743339
7696,2014,OR,wheeler,45.41666667,6.233333332999999,20,728.75,2.7444253859348198
7697,2015,OR,wheeler,35.58333333,5.15,28,691.5,4.0491684743311644
7698,2010,OR,yamhill,5341.083333,10.43333333,4608,51226.33333,8.995373473864051
7699,2011,OR,yamhill,4735.916667,9.225,4901,51403.66667,9.534339313697835
7700,2012,OR,yamhill,4295.916667,8.491666667,4454,50543.41667,8.812225792095427
7701,2013,OR,yamhill,3716.666667,7.533333333,4644,49341.16667,9.412019036881846
7702,2014,OR,yamhill,3221.583333,6.466666667,4167,49965.58333,8.339740521948592
7703,2015,OR,yamhill,2687.916667,5.291666667,4465,50863.66667,8.778368317346477
7704,2010,OR,columbia,3050.333333,12.9,1140,23649.33333,4.820431866271132
7705,2011,OR,columbia,2663.166667,11.30833333,1017,23568.66667,4.315051055877146
7706,2012,OR,columbia,2455.833333,10.70833333,1804,22919.5,7.87102685486158
7707,2013,OR,columbia,2146.833333,9.608333333,1348,22296.66667,6.0457467474890505
7708,2014,OR,columbia,1881.5833329999998,8.416666667000001,1325,22350.91667,5.928168493323813
7709,2015,OR,columbia,1621.833333,7.158333333,414,22681.33333,1.825289518815074
7710,2010,OR,umatilla,3772.583333,10.325,4681,36688.08333,12.758911273438825
7711,2011,OR,umatilla,3559.916667,9.558333333,5070,37378.25,13.564037909746979
7712,2012,OR,umatilla,3319.916667,9.05,5429,36673.41667,14.803638419763304
7713,2013,OR,umatilla,3102.0,8.816666667,4948,35209.83333,14.052892422481683
7714,2014,OR,umatilla,2731.416667,7.775,4060,35235.75,11.52238848328757
7715,2015,OR,umatilla,2241.166667,6.3833333329999995,3592,35248.41667,10.190528651623545
7716,2010,OR,clackamas,20373.83333,10.05833333,19070,202653.5,9.410150823943333
7717,2011,OR,clackamas,18071.83333,8.858333333,17279,204118.75,8.46517039713402
7718,2012,OR,clackamas,16119.333330000001,8.05,17363,200407.3333,8.663854617539588
7719,2013,OR,clackamas,13902.25,7.05,16837,196841.75,8.553571587328399
7720,2014,OR,clackamas,12338.08333,6.15,4994,200581.6667,2.4897589506369378
7721,2015,OR,clackamas,10505.75,5.133333333,1288,205169.5833,0.627773366443251
7722,2010,OR,deschutes,11243.33333,13.84166667,10697,81238.16667,13.167456182821807
7723,2011,OR,deschutes,9902.25,12.3,10954,80559.33333,13.597431293439927
7724,2012,OR,deschutes,8858.666667,11.25833333,10049,78729.5,12.763957601661385
7725,2013,OR,deschutes,7444.916667,9.541666667000001,9410,78224.83333,12.029427995458793
7726,2014,OR,deschutes,6257.916667,7.766666667000001,8804,80928.0,10.87880585211546
7727,2015,OR,deschutes,4984.0,5.8833333329999995,9027,84756.75,10.65047916537621
7728,2010,OR,josephine,4838.583333,14.025,4859,34490.16667,14.088073410867052
7729,2011,OR,josephine,4356.0,12.63333333,5788,34488.75,16.782284078141423
7730,2012,OR,josephine,4055.916667,12.15,6269,33354.58333,18.79501817779116
7731,2013,OR,josephine,3563.583333,11.06666667,7049,32199.91667,21.891361000220876
7732,2014,OR,josephine,3068.75,9.383333333,5817,32728.33333,17.77359067248292
7733,2015,OR,josephine,2568.75,7.725,5238,33270.91667,15.743479664096673
7734,2010,OR,multnomah,40327.25,9.65,11911,418838.25,2.8438185862919636
7735,2011,OR,multnomah,35423.41667,8.333333332999999,13215,424717.5833,3.1114793734983093
7736,2012,OR,multnomah,31915.16667,7.6166666670000005,14587,419500.0833,3.477234112863882
7737,2013,OR,multnomah,27920.25,6.775,13926,411694.3333,3.3826066752908597
7738,2014,OR,multnomah,24739.91667,5.9,15393,419051.4167,3.6732962559150324
7739,2015,OR,multnomah,21078.58333,4.908333333,3135,429670.6667,0.7296285836959137
7740,2010,OR,tillamook,1229.583333,10.46666667,1198,11767.83333,10.18029374146481
7741,2011,OR,tillamook,1154.25,9.916666667000001,1160,11647.0,9.959646260839701
7742,2012,OR,tillamook,1083.583333,9.708333332999999,1105,11168.75,9.893676552881924
7743,2013,OR,tillamook,913.6666667000002,8.383333333,1025,10923.41667,9.383510956009333
7744,2014,OR,tillamook,772.1666667000001,6.95,1063,11151.5,9.532349908084115
7745,2015,OR,tillamook,640.75,5.6333333329999995,1152,11389.5,10.114579217700513
7746,2010,OR,hood river,1172.583333,8.316666667,278,14195.583330000001,1.9583555922812506
7747,2011,OR,hood river,1134.333333,7.975,457,14329.0,3.1893363109777377
7748,2012,OR,hood river,1017.833333,7.325,417,14038.75,2.9703499243166234
7749,2013,OR,hood river,869.0833332999998,6.391666667000001,532,13728.333330000001,3.8751972815042364
7750,2014,OR,hood river,747.1666667000001,5.5,820,13711.583330000001,5.980345086813544
7751,2015,OR,hood river,637.0833332999999,4.733333333,719,13525.916669999999,5.3157210527159044
7752,2010,PA,elk,1610.916667,9.658333333,1253,16685.66667,7.509439237767059
7753,2011,PA,elk,1246.166667,7.3833333329999995,1338,16866.25,7.933002297487586
7754,2012,PA,elk,1175.083333,6.958333333,1248,16886.58333,7.390482583785052
7755,2013,PA,elk,1124.0,6.816666667000001,1132,16465.33333,6.87505061277736
7756,2014,PA,elk,840.0,5.133333333,1022,16358.0,6.2477075437095
7757,2015,PA,elk,804.9166667000001,4.925,769,16328.916669999999,4.709436734482399
7758,2010,PA,erie,12687.41667,9.308333333,15516,136359.0,11.378786878753877
7759,2011,PA,erie,11187.0,8.141666667,16390,137283.8333,11.938769195192629
7760,2012,PA,erie,10715.33333,7.783333333,16088,137421.5,11.707047296092679
7761,2013,PA,erie,10104.83333,7.416666667,14691,136001.6667,10.802073501353641
7762,2014,PA,erie,8333.666667,6.183333332999999,13174,134640.0833,9.784604760416098
7763,2015,PA,erie,7411.166667,5.4916666670000005,12696,134748.3333,9.422008932558724
7764,2010,PA,pike,2539.083333,9.733333333,2312,26119.08333,8.851765472735677
7765,2011,PA,pike,2584.083333,9.908333333,2387,26086.91667,9.15018064494013
7766,2012,PA,pike,2632.583333,10.10833333,2290,26053.91667,8.789465434334637
7767,2013,PA,pike,2495.25,9.633333333,2260,25877.75,8.733371332515384
7768,2014,PA,pike,1905.25,7.583333333,1819,25134.91667,7.236944621229174
7769,2015,PA,pike,1633.583333,6.525,1539,24963.41667,6.165021480611292
7770,2010,PA,york,19343.91667,8.383333333,18653,230397.4167,8.09601091330292
7771,2011,PA,york,17292.83333,7.4916666670000005,18738,230660.3333,8.123633453537545
7772,2012,PA,york,17291.66667,7.408333333,18227,233203.4167,7.815923221848747
7773,2013,PA,york,15626.166669999999,6.733333332999999,16582,232146.6667,7.142898166799308
7774,2014,PA,york,12437.91667,5.391666667000001,15621,230709.5833,6.770850077643914
7775,2015,PA,york,11086.83333,4.766666667,14849,232736.1667,6.380185860472884
7776,2010,PA,adams,4215.416667,7.708333333,1227,54589.833329999994,2.2476712698181087
7777,2011,PA,adams,3612.25,6.675,1286,54083.166670000006,2.377819345983943
7778,2012,PA,adams,3504.166667,6.4,1174,54755.333329999994,2.1440833770922825
7779,2013,PA,adams,3243.0,5.858333332999999,986,55378.0,1.7804904474701146
7780,2014,PA,adams,2531.25,4.583333333,845,55132.333329999994,1.5326759252908262
7781,2015,PA,adams,2310.833333,4.208333333,779,54987.75,1.4166791694513778
7782,2010,PA,berks,18230.25,8.666666667000001,8657,210144.6667,4.119543044296541
7783,2011,PA,berks,16572.66667,7.891666667000001,9188,210157.1667,4.371966059628077
7784,2012,PA,berks,16233.416669999999,7.666666667,9189,211794.0833,4.33864811368883
7785,2013,PA,berks,15072.083330000001,7.1166666670000005,8216,211343.4167,3.887511675683059
7786,2014,PA,berks,11588.5,5.4916666670000005,8079,211003.5,3.828846440935814
7787,2015,PA,berks,10483.66667,4.933333333,7406,212497.8333,3.485212006629905
7788,2010,PA,blair,4947.583333,8.0,1982,61778.083329999994,3.208257513287925
7789,2011,PA,blair,4482.583333,7.291666667,2236,61522.083329999994,3.634467298524756
7790,2012,PA,blair,4598.916667,7.441666667000001,1795,61846.833329999994,2.9023312970969863
7791,2013,PA,blair,4290.083333,6.95,1715,61529.0,2.7873035479204926
7792,2014,PA,blair,3495.916667,5.733333332999999,1748,60947.416670000006,2.8680460887531165
7793,2015,PA,blair,3144.166667,5.158333333,1322,60989.083329999994,2.1676010325436716
7794,2010,PA,bucks,25726.91667,7.6166666670000005,15786,337142.8333,4.682288466726248
7795,2011,PA,bucks,24561.83333,7.3,17430,336337.4167,5.182295853674492
7796,2012,PA,bucks,24316.83333,7.175,16951,338740.5,5.00412557695345
7797,2013,PA,bucks,22238.16667,6.558333332999999,15444,337185.5,4.580268131340167
7798,2014,PA,bucks,17588.25,5.233333333,13542,335296.25,4.038816419807857
7799,2015,PA,bucks,15761.75,4.683333333,13473,337570.3333,3.991168260638146
7800,2010,PA,tioga,1677.583333,8.325,728,20193.16667,3.605179969526791
7801,2011,PA,tioga,1482.333333,7.0083333329999995,1148,21193.58333,5.416733839317204
7802,2012,PA,tioga,1655.583333,7.6333333329999995,1218,21726.83333,5.6059711118518525
7803,2013,PA,tioga,1822.5833329999998,8.558333333,1128,21267.83333,5.303784275988587
7804,2014,PA,tioga,1418.0,6.908333333,879,20456.0,4.297027766914352
7805,2015,PA,tioga,1324.166667,6.516666667000001,785,20329.66667,3.8613520464573363
7806,2010,PA,wayne,1917.0,8.133333333,1066,23616.41667,4.513809249284388
7807,2011,PA,wayne,1887.5833329999998,8.125,1283,23278.66667,5.511484047552625
7808,2012,PA,wayne,1861.4166670000002,8.066666667,1558,23121.16667,6.738414294731608
7809,2013,PA,wayne,1785.5833329999998,7.8833333329999995,1469,22716.08333,6.466783814179642
7810,2014,PA,wayne,1432.25,6.416666667,1238,22345.41667,5.5402860384433374
7811,2015,PA,wayne,1295.583333,5.85,1175,22267.91667,5.276649887876557
7812,2010,PA,beaver,7348.333333,8.591666667,6165,85609.33333,7.2013176136247345
7813,2011,PA,beaver,6711.333333,7.816666667000001,6358,85921.75,7.39975617349507
7814,2012,PA,beaver,6542.75,7.525,5552,86888.75,6.389780034814634
7815,2013,PA,beaver,6254.0,7.216666667,4861,86544.91667,5.6167365883951685
7816,2014,PA,beaver,5570.25,6.4916666670000005,5139,85927.33333,5.980634800179247
7817,2015,PA,beaver,5185.666667,6.05,5023,85779.58333,5.8557057577164615
7818,2010,PA,butler,7055.666667,7.3666666670000005,5036,95779.0,5.257937543720439
7819,2011,PA,butler,6444.916667,6.691666667000001,5022,96646.91667,5.196234057986115
7820,2012,PA,butler,6292.666667,6.416666667,4959,97979.83333,5.061245596629962
7821,2013,PA,butler,6023.666667,6.141666667000001,5037,97875.08333,5.146355771690152
7822,2014,PA,butler,4928.833333,5.05,5053,97440.41667,5.185733161541087
7823,2015,PA,butler,4630.916667,4.725,5340,98097.41667,5.443568425419168
7824,2010,PA,centre,4598.75,5.95,4127,77336.66667,5.336407913221998
7825,2011,PA,centre,4201.416667,5.433333332999999,4048,77398.0,5.230109305150004
7826,2012,PA,centre,4253.5,5.5,3757,77564.91667,4.843684698307818
7827,2013,PA,centre,4109.75,5.275,3536,78020.91667,4.532117989533485
7828,2014,PA,centre,3336.5,4.291666667,3015,77635.5,3.8835326622485846
7829,2015,PA,centre,3092.5,3.983333333,3195,77804.75,4.106433090524679
7830,2010,PA,greene,1457.0,8.383333333,1270,17410.58333,7.2944138397228535
7831,2011,PA,greene,1388.916667,7.641666667000001,1143,18191.16667,6.283269351189998
7832,2012,PA,greene,1391.083333,7.291666667,1316,19074.16667,6.899383982367184
7833,2013,PA,greene,1354.0,7.216666667,1134,18766.16667,6.0427897713006935
7834,2014,PA,greene,1031.083333,5.558333332999999,1303,18517.0,7.0367770157152885
7835,2015,PA,greene,1089.416667,5.9916666670000005,1338,18161.58333,7.367199079993429
7836,2010,PA,lehigh,16284.333330000001,9.183333333,8268,177191.8333,4.666129271320091
7837,2011,PA,lehigh,15521.25,8.65,9163,179493.1667,5.104929713182224
7838,2012,PA,lehigh,15511.25,8.466666667,8863,182868.6667,4.846647684340557
7839,2013,PA,lehigh,14347.75,7.825,9599,183304.5,5.23664176274996
7840,2014,PA,lehigh,11109.0,6.075,8298,183072.0833,4.532640832191808
7841,2015,PA,lehigh,9908.75,5.341666667,7455,185778.0833,4.01285225230871
7842,2010,PA,mercer,5110.916667,9.525,1654,53627.83333,3.0842193265987015
7843,2011,PA,mercer,4206.083333,7.8833333329999995,1763,53349.25,3.3046387718665216
7844,2012,PA,mercer,4076.333333,7.558333332999999,1885,53939.083329999994,3.4946830454413655
7845,2013,PA,mercer,3883.416667,7.216666667,1713,53737.333329999994,3.1877279608954505
7846,2014,PA,mercer,3112.166667,5.8666666670000005,1640,53069.91667,3.090263001914753
7847,2015,PA,mercer,2889.5,5.466666667,1610,52996.83333,3.03791736003333
7848,2010,PA,monroe,8049.166667,9.741666667,9948,82725.25,12.02534897144463
7849,2011,PA,monroe,7977.916667,9.708333332999999,9471,82214.08333,11.519924101062164
7850,2012,PA,monroe,8048.0,9.741666667,9990,82422.08333,12.120538084438154
7851,2013,PA,monroe,7632.75,9.35,9178,81587.66667,11.249249273327697
7852,2014,PA,monroe,6025.0,7.541666667,8623,79848.33333,10.799223528389208
7853,2015,PA,monroe,5215.583333,6.458333333,7944,80767.08333,9.835690076292867
7854,2010,PA,potter,811.4166667000001,10.39166667,414,7802.666667,5.3058783319674525
7855,2011,PA,potter,717.25,9.158333333,421,7834.416667,5.373724910156096
7856,2012,PA,potter,723.25,9.116666667,412,7929.583333,5.195733277502843
7857,2013,PA,potter,720.9166667000001,9.3,399,7750.0,5.148387096774194
7858,2014,PA,potter,558.9166667000001,7.3833333329999995,400,7569.666667,5.284248535590107
7859,2015,PA,potter,518.8333333,7.05,430,7374.5,5.830903790087463
7860,2010,PA,snyder,1687.5833329999998,8.383333333,1608,20111.08333,7.995591155456666
7861,2011,PA,snyder,1525.333333,7.691666667000001,1703,19813.25,8.595258223663457
7862,2012,PA,snyder,1506.916667,7.591666667,1501,19835.5,7.567240553552973
7863,2013,PA,snyder,1356.083333,6.8666666670000005,1348,19744.66667,6.827160075830239
7864,2014,PA,snyder,1025.083333,5.175,1162,19860.58333,5.850784847012849
7865,2015,PA,snyder,941.9166667000002,4.683333333,1092,20064.0,5.442583732057416
7866,2010,PA,bedford,2556.416667,10.09166667,974,25366.0,3.8397855396988096
7867,2011,PA,bedford,2268.916667,9.091666667,1117,24973.41667,4.472756029982181
7868,2012,PA,bedford,2163.25,8.625,1483,25077.75,5.9136086770144844
7869,2013,PA,bedford,2069.833333,8.383333333,1190,24715.08333,4.814873509066983
7870,2014,PA,bedford,1604.25,6.608333332999999,1264,24262.83333,5.209614156798067
7871,2015,PA,bedford,1464.833333,6.075,1188,24125.08333,4.924335322492749
7872,2010,PA,cambria,6289.583333,9.416666667000001,5639,66748.91667,8.448077184351401
7873,2011,PA,cambria,5754.0,8.691666667,6332,66182.0,9.567556133087546
7874,2012,PA,cambria,5795.666667,8.791666667000001,5537,65980.75,8.391841559848896
7875,2013,PA,cambria,5639.25,8.716666667,5388,64644.5,8.334815800261431
7876,2014,PA,cambria,4400.0,6.975,5301,63007.0,8.413350897519322
7877,2015,PA,cambria,4088.666667,6.558333332999999,4611,62330.5,7.3976624605931285
7878,2010,PA,chester,16840.91667,6.2416666670000005,11738,269534.3333,4.35491829789834
7879,2011,PA,chester,15591.5,5.775,11434,270046.9167,4.23407907771161
7880,2012,PA,chester,15352.5,5.625,12035,272975.0833,4.40882730193126
7881,2013,PA,chester,14447.75,5.275,11079,273546.0833,4.050140241945844
7882,2014,PA,chester,11390.41667,4.166666667,10314,273880.8333,3.76587141046938
7883,2015,PA,chester,10556.41667,3.808333333,9653,277062.75,3.4840482886999427
7884,2010,PA,fayette,6398.583333,10.75,5955,59531.916670000006,10.003037585720653
7885,2011,PA,fayette,5998.333333,10.03333333,7335,59674.333329999994,12.291716707478466
7886,2012,PA,fayette,5983.583333,9.908333333,7173,60255.666670000006,11.904274562729686
7887,2013,PA,fayette,5744.833333,9.616666667,7247,59730.666670000006,12.132796106291977
7888,2014,PA,fayette,4603.5,7.875,5860,58473.166670000006,10.021690860478925
7889,2015,PA,fayette,4378.833333,7.5083333329999995,5997,58363.416670000006,10.27527232325756
7890,2010,PA,indiana,3828.416667,8.691666667,1473,44078.58333,3.341758942142481
7891,2011,PA,indiana,3454.333333,7.85,1298,44024.83333,2.9483359772664923
7892,2012,PA,indiana,3626.833333,8.116666667,1338,44757.0,2.9894765064682622
7893,2013,PA,indiana,3410.666667,7.7416666670000005,1281,44097.08333,2.9049540315708677
7894,2014,PA,indiana,2622.666667,6.058333332999999,1312,43207.5,3.0365098651854425
7895,2015,PA,indiana,2640.166667,6.325,1305,41757.33333,3.1251995659944116
7896,2010,PA,juniata,960.5,7.933333332999999,0,12086.33333,0.0
7897,2011,PA,juniata,884.4166667000002,7.375,0,12009.75,0.0
7898,2012,PA,juniata,874.0,7.25,0,12047.75,0.0
7899,2013,PA,juniata,857.0,7.1333333329999995,0,12031.75,0.0
7900,2014,PA,juniata,670.5,5.65,0,11856.91667,0.0
7901,2015,PA,juniata,594.0,4.958333333,0,11990.25,0.0
7902,2010,PA,luzerne,15900.25,9.958333332999999,15357,159763.5833,9.612328218229191
7903,2011,PA,luzerne,15342.833330000001,9.6,15475,159842.75,9.681389991100628
7904,2012,PA,luzerne,15751.833330000001,9.791666667000001,15589,160854.6667,9.69135699934281
7905,2013,PA,luzerne,15076.25,9.375,15632,160767.0,9.723388506347694
7906,2014,PA,luzerne,11656.83333,7.316666667000001,14511,159037.9167,9.124239238729917
7907,2015,PA,luzerne,10249.75,6.458333333,13060,158763.9167,8.226050522977555
7908,2010,PA,montour,610.25,6.733333332999999,335,9078.75,3.6899352884482997
7909,2011,PA,montour,574.4166667000001,6.25,344,9191.166667,3.742723992103189
7910,2012,PA,montour,549.6666667000001,5.833333333,343,9443.583333,3.6320958676925987
7911,2013,PA,montour,517.5,5.458333333,321,9464.416667,3.391651184581136
7912,2014,PA,montour,431.16666669999995,4.658333333,266,9240.75,2.878554229905581
7913,2015,PA,montour,394.5,4.308333333,282,9146.0,3.0833151104307897
7914,2010,PA,wyoming,1257.333333,8.766666667,509,14334.25,3.550935695972932
7915,2011,PA,wyoming,1259.666667,8.783333333,724,14329.166669999999,5.052631577771996
7916,2012,PA,wyoming,1287.5,8.95,850,14393.333330000001,5.905511812391271
7917,2013,PA,wyoming,1235.0,8.616666667,1045,14327.0,7.29392056955399
7918,2014,PA,wyoming,950.9166667000002,6.666666667,827,14274.25,5.793649403646426
7919,2015,PA,wyoming,861.6666667000002,6.1166666670000005,894,14115.833330000001,6.33331365637483
7920,2010,PA,bradford,2229.416667,7.2416666670000005,1504,30819.41667,4.880040450162096
